source,reference,MarianMT_hyp,MarianMT_bleu,NLLB_hyp,NLLB_bleu,mBART-50_hyp,mBART-50_bleu,GoogleTranslate_hyp,GoogleTranslate_bleu,avg_bleu,src_len,len_bucket
On Friday the select committee of the Senate passed a bill to amend the Foreign Intelligence Surveillance Act(FISA)by 11 votes to 4.,सीनेट की प्रवर समिति ने शुक्रवार को एनएसए के पर कतरने वाले विदेशी खुफिया निगरानी सुधार विधेयक [एफआइएसए] को 11 के मुकाबले 4 मतों से पारित किया।,शुक्रवार को सीनेट के चुनाव समिति ने विदेशी स्वतंत्रता को सुधारने के लिए एक बिल पारित कर दिया।,31.91688328287745,शुक्रवार को सीनेट की चुनिंदा समिति ने विदेशी खुफिया निगरानी अधिनियम (FISA) में संशोधन करने के लिए एक विधेयक को 11 मतों से 4 के खिलाफ पारित किया।,54.85914238995223,शुक्रवार को सेनेट के चयनित समिति ने विदेश कूटनीति पर्यवेक्षण अधिनियम (एफआईएसए) में संशोधन करने के लिए 11 मतों से 4 मतों से एक विधेयक पारित किया।,43.21036938968641,शुक्रवार को सीनेट की चयन समिति ने विदेशी खुफिया निगरानी अधिनियम (एफआईएसए) में संशोधन के लिए एक विधेयक को 4 के मुकाबले 11 मतों से पारित कर दिया।,60.48726317235271,47.618414558717205,22,21-35
There are treatments to delay early menses and ward off another consequence: premature aging of the bones that ultimately can lead to stunted growth and being short as an adult.,"समय-पूर्व मासिक-धर्म तथा अन्य परिणामों को विलम्बित करने के लिए उपचार हैंः अस्थियों की समय-पूर्व आयु-वृद्धि, जिसके कारण अविकसित वृद्धि तथा वयस्क के रूप में नाटा कद हो सकता है।",एक और कारण है कि जल्द - से - जल्द मासिक - धर्म में देरी करने और एक और कारण से दूर रहने का उपचार ।,12.23338695791359,प्रारंभिक मासिक धर्म में देरी करने और एक अन्य परिणाम से बचने के लिए उपचार हैं: हड्डियों की समय से पहले उम्र बढ़ने से अंततः विकास में बाधा आ सकती है और एक वयस्क के रूप में छोटा हो सकता है।,44.77496446457556,प्रारंभिक मासिक धर्म को विलम्बित करने और एक अन्य परिणाम को दूर करने के लिए उपचार हैंः हड्डियों की पूर्वगामी वृद्धावस्था जो अंततः वृद्धावस्था में विचलित वृद्धि और कम होने के लिए एक वयस्क के रूप में हो सकती है।,50.03476944674079,"समय से पहले मासिक धर्म में देरी करने और एक अन्य परिणाम से बचने के लिए उपचार मौजूद हैं: हड्डियों का समय से पहले बूढ़ा होना, जो अंततः विकास में रुकावट और एक वयस्क के रूप में छोटे कद का कारण बन सकता है।",40.121442862696306,36.79114093298156,30,21-35
"It cannot justify the findings of a report that says the White House's efforts to silence the media are the ""most aggressive ... since the Nixon Administration.""","यह उस रिपोर्ट के निष्कर्षों का उत्तर नहीं दे सकती है, जिसका कहना है कि व्हाइट हाउस द्वारा मीडियो को चुप कराने के प्रयास ""निक्सन प्रशासन के बाद से अब तक सबसे आक्रामक रहे हैं।""","यह एक रिपोर्ट की खोज को सही नहीं कर सकता है कि व्हाइट हाउस की कोशिशों ने मीडिया को चुप करने के लिए ""सबसे कठोर... नक्सन प्रशासन"" हैं।",38.144266680134066,"यह एक रिपोर्ट के निष्कर्षों को सही नहीं ठहरा सकता है जिसमें कहा गया है कि व्हाइट हाउस द्वारा मीडिया को चुप कराने के प्रयास ""निक्सन प्रशासन के बाद से सबसे आक्रामक हैं।""",74.50903859957363,"यह एक रिपोर्ट के निष्कर्षों को उचित नहीं ठहरा सकता, जिसमें कहा गया है कि मीडिया को मौन करने के लिए व्हाइट हाउस के प्रयास ""निक्सन प्रशासन के बाद से सबसे अधिक आक्रामक हैं.""",61.900303775099246,"यह उस रिपोर्ट के निष्कर्षों को उचित नहीं ठहरा सकता है जिसमें कहा गया है कि मीडिया को चुप कराने के व्हाइट हाउस के प्रयास ""निक्सन प्रशासन के बाद से सबसे आक्रामक..."" हैं।",69.93235794856973,61.12149175084417,27,21-35
"They are exploring how, over the next decade, they can move to a system in which drivers pay per mile of road they roll over.","वे यह खोज कर रहे हैं कि अगले दशक में वे किस तरह से ऐसी प्रणाली में जा सकते हैं, जिसमें चालक सड़क पर तय किए गए प्रत्येक मील के लिए भुगतान करे।","वे कल्पना कर रहे हैं कि अगले दस सालों के दौरान, वे एक ऐसी व्यवस्था में जा सकते हैं जिसमें ड्राइवर हर मील की दूरी पर गाड़ी चलाते हैं ।",38.774110480273414,"वे यह पता लगा रहे हैं कि अगले एक दशक में, वे एक ऐसी प्रणाली में कैसे जा सकते हैं जिसमें ड्राइवरों को प्रति मील सड़क का भुगतान किया जा सकता है जो वे घूमते हैं।",48.110881294322375,वे इस बात की खोज कर रहे हैं कि अगले दशक में वे एक ऐसी प्रणाली में कैसे आगे बढ़ सकते हैं जिसमें ड्राइवर प्रति मील सड़क पर चढ़ने के लिए भुगतान कर सकते हैं।,59.32174753738769,"वे इस बात की खोज कर रहे हैं कि कैसे, अगले दशक में, वे एक ऐसी प्रणाली की ओर बढ़ सकते हैं जिसमें ड्राइवर सड़क पर प्रति मील के हिसाब से भुगतान करें।",55.147281527212726,50.33850520979905,25,21-35
"The movement is also bolstered by two former U.S. Transportation secretaries, who in a 2011 report urged Congress to move in the pay-per-mile direction.","इस अभियान को दो भूतपूर्व अमेरिकी परिवहन सचिवों ने भी समर्थन दिया है, जिन्होंने वर्ष 2011 में अपनी रिपोर्ट में कांग्रेस से प्रति-मील भुगतान की दिशा में आगे बढ़ने का अनुग्रह किया था।","सन्‌ 2011 के एक रिपोर्ट में, जो एक कानून के मुताबिक कानून तैयार किया गया था, इस अभियान में भी दो भूतपूर्व यू.एस.एस.",23.45782904073522,"इस आंदोलन का समर्थन दो पूर्व अमेरिकी परिवहन सचिवों ने भी किया है, जिन्होंने 2011 की एक रिपोर्ट में कांग्रेस से प्रति मील भुगतान की दिशा में कदम उठाने का आग्रह किया था।",70.32561474597138,इस आंदोलन को दो पूर्व अमेरिकी परिवहन सचिवों ने भी प्रोत्साहन दिया है जिन्होंने 2011 में एक रिपोर्ट में कांग्रेस को प्रति मील भुगतान की दिशा में आगे बढ़ने के लिए आग्रह किया है।,70.1219007458076,"इस आंदोलन को दो पूर्व अमेरिकी परिवहन सचिवों द्वारा भी बल मिला है, जिन्होंने 2011 की एक रिपोर्ट में कांग्रेस से प्रति मील भुगतान की दिशा में आगे बढ़ने का आग्रह किया था।",69.72715213447877,58.40812416674824,24,21-35
So the licenses were not issued to the firecracker traders.,इसलिए पटाखा व्यापारियों को लाइसेंस जारी नहीं किए गए।,इसलिए इन लाइसेंसों को आगी व्यापारियों तक नहीं पहुँचाया गया ।,48.69607499804294,तो पटाखे व्यापारियों को लाइसेंस नहीं दिए गए।,62.099941754520685,इसलिए लाइसेंसों को अग्निशर्कर व्यापारियों को जारी नहीं किया गया।,55.032666932384636,इसलिए पटाखा व्यापारियों को लाइसेंस जारी नहीं किए गए।,100.00000000000004,66.45717092123708,10,6-10
"A motorist has been fined £1,000 for driving at up to 130mph (210km/h) with a hot drink balanced between his legs.","कारचालक पर, पैरों के बीच हॉट ड्रिंक रखकर 130 मील प्रति घंटे (210 किमी/प्रति घंटे) की गति से कार चलाने के लिए 1,000 पाउंड (£1,000) का जुर्माना किया गया है।",एक मोटर जहाज़ अपने पैरों के बीच गर्म पानी के संतुलित संतुलन के साथ 130mp पर गाड़ी चलाने के लिए $10 कि.,20.03876376526294,"एक मोटर चालक को अपने पैरों के बीच संतुलित गर्म पेय के साथ 130 मील प्रति घंटे (210 किमी/घंटा) तक ड्राइव करने के लिए 1,000 पाउंड का जुर्माना लगाया गया है।",58.48349596008293,"एक मोटरकार को 130mph (210km/h) तक अपने पैरों के बीच संतुलित गर्म पेय के साथ ड्राइव करने के लिए £1,000 जुर्माना लगाया गया है.",32.58393853380725,"एक मोटर चालक पर पैरों के बीच गर्म पेय रखकर 130 मील प्रति घंटे (210 किमी/घंटा) की रफ्तार से गाड़ी चलाने के लिए £1,000 का जुर्माना लगाया गया है।",60.188387826872535,42.82364652150641,21,21-35
"The dispute comes as plane makers vie to sell ever-larger versions of their twin-engined long-distance aircraft, with potentially record orders expected at the November 17-21 event.",विवाद विमान निर्माताओ के बीच तब आता है जब 17-21 की घटना के बाद संभावित दर्ज किए गये ऑर्डर मे से लंबी दूरी के  एरक्रॅफ्ट के जुड़वां इंजन के बड़े वर्सन को बेचने की होड़ लगी ।,"विवाद के रूप में विमान विमान विमान विमानों के लिए लंबे समय से विमान विमान विमान के लंबे समय तक बेचने के लिए आगे आता है, साथ संभव रिकॉर्ड आदेश नवंबर 17-21 की घटना पर प्रत्याशित था.",27.40918398531331,"विवाद ऐसे समय में आया है जब विमान निर्माताओं ने अपने दो इंजन वाले लंबी दूरी के विमानों के अधिक बड़े संस्करणों को बेचने के लिए प्रतिस्पर्धा की है, 17-21 नवंबर की घटना में संभावित रिकॉर्ड ऑर्डर की उम्मीद है।",40.73985241887577,"इस विवाद का कारण यह है कि विमान निर्माता अपनी दो इंजनों वाली लंबी दूरी वाली विमानों के ever-larger संस्करणों को बेचने के लिए संघर्ष कर रहे हैं, और संभवतः 17-21 नवंबर के समारोह में रिकॉर्ड क्रमादेशों की उम्मीद है.",27.98311024069549,"यह विवाद तब सामने आया है जब विमान निर्माता अपने जुड़वां इंजन वाले लंबी दूरी के विमानों के बड़े संस्करणों को बेचने की होड़ में हैं, 17-21 नवंबर के आयोजन में संभावित रिकॉर्ड ऑर्डर मिलने की उम्मीद है।",47.320940034104304,35.86327166974721,26,21-35
"Asaram has a following not only in India, but also equally in America.","आसाराम का भारत में ही नहीं, बल्कि अमेरिका में ही उतना भी प्रभुत्व है।",आसाराम ने न सिर्फ भारत में बल्कि अमरीका में भी ऐसा ही किया ।,38.78671495194428,"आसाराम का न केवल भारत में, बल्कि अमेरिका में भी अनुयायी हैं।",54.54657832654484,आसाम को न केवल भारत में बल्कि अमरीका में भी अनुयाय प्राप्त है।,38.19276041196129,आसाराम के न सिर्फ भारत में बल्कि अमेरिका में भी उतने ही अनुयायी हैं।,54.43291588491148,46.48974239384047,13,11-20
Perhaps the big difference between an adult author writing for an adult and an adult author writing for a child is the necessity for some sense of hope.,संभवत एक संतति के लिये एक वयस्कलेखक लेखनऔर एक वयस्क लेखक लेखन एक वयस्क  लिये के बीच बड़ा फर्क आशा की कुछ अर्थों की आवश्यकता है.,"हो सकता है एक वयस्क लेखक के लिए लेखन और एक वयस्क लेखक लिखने में बड़ा फ़र्क हो, किसी आशा की किसी भावना की भावना के लिए ज़रूरी है ।",46.537310245937164,"शायद एक वयस्क लेखक जो वयस्क के लिए लिखता है और एक वयस्क लेखक जो बच्चे के लिए लिखता है, के बीच बड़ा अंतर कुछ आशा की भावना की आवश्यकता है।",52.05617554699489,"शायद एक वयस्क लेखक जो एक वयस्क के लिए लिखता है और एक वयस्क लेखक जो एक बच्चे के लिए लिखता है, बीच का बड़ा अंतर आशा की कुछ भावना के लिए आवश्यक है।",46.69557623615468,शायद एक वयस्क लेखक द्वारा एक वयस्क के लिए लिखने और एक वयस्क लेखक द्वारा एक बच्चे के लिए लिखने के बीच बड़ा अंतर कुछ आशा की भावना की आवश्यकता है।,51.89798562289439,49.29676191299528,28,21-35
Oil extends drop toward $96 a barrel,तेल $ 96 प्रति बैरल की ओर गिरावट जारी रहा,तेल बढ़ता हुआ $96.96,6.731578810504528,तेल प्रति बैरल $ 96 की ओर गिरावट बढ़ाता है,63.05341259384346,तेल एक बैरल में 96 डॉलर तक गिरता है।,16.284971342716787,तेल 96 डॉलर प्रति बैरल तक गिर गया है,36.752290926037816,30.70556341827565,7,6-10
They face prison sentences between 10 years and life imprisonment if convicted.,दोषसिद्ध होने पर उन्हें 10 वर्ष कारावास से लेकर आजीवन कारावास तक की सजा हो सकती है।,"उन्हें 10 साल और जीवन की सजा का सामना करना पड़ता है, अगर वे दोषी ठहराए गए हों ।",29.037951642795864,उन्हें 10 साल से आजीवन कारावास की सजा का सामना करना पड़ता है।,36.75108207132222,उन्हें 10 साल से लेकर अगर उन्हें दोषी ठहराया जाता है तो आजीवन कारावास का दंड दिया जाता है।,41.18555399910735,दोषी पाए जाने पर उन्हें 10 साल से लेकर आजीवन कारावास तक की जेल की सजा का सामना करना पड़ता है।,54.69223591304198,40.41670590656686,12,11-20
Since October 2013 the sale of PDS kerosene in Delhi has already been stopped.,"अक्टूबर, 2013 से दिल्ली में पीडीएस केरोसिन की बिक्री पहले ही बंद हो चुकी है।",अक्‍तूबर 2013 से दिल्ली में प्लैटिनल की बिक्री शुरू हो चुकी है ।,52.58106999301563,अक्टूबर 2013 से दिल्ली में पीडीएस केरोसीन की बिक्री पहले ही बंद कर दी गई है।,79.75013631059004,अक्तूबर 2013 से दिल्ली में पीडीएस केरोसीन की बिक्री रोक दी गई है।,60.71995380941627,अक्टूबर 2013 से दिल्ली में पीडीएस केरोसिन की बिक्री पहले ही बंद कर दी गई है.,82.86658922439432,68.97943733435406,14,11-20
"Meanwhile, the electricity supply has also failed in this area.","इस बीच, कई इलाकों में बिजली आपूर्ति भी ठप रहा।","इस बीच, इस क्षेत्र में बिजली की आपूर्ति भी असफल हुई है ।",48.19451546937742,इस बीच इस क्षेत्र में भी बिजली की आपूर्ति विफल रही है।,38.409969883466424,इस बीच इस क्षेत्र में भी बिजली की आपूर्ति असफल रही है।,38.409969883466424,इस बीच इस इलाके में बिजली आपूर्ति भी गुल हो गयी है.,56.21001696132507,45.30611804940884,10,6-10
Business for Britain launched in April with a pledge to bring business together and define what the UK's wealth and job creators want to see changed in our relationship with the EU.,अप्रैल में बिजनेस फॉर ब्रिटेन को लॉन्च किया गया तथा व्यवसाय को एकसाथ लाने तथा यह निर्धारित करने की प्रतिज्ञा ली गई थी कि यू.के. के रोजगार एवं समृद्धि निर्माता ई.यू. के साथ हमारे सम्बन्ध में क्या परिवर्तन देखना चाहते हैं।,ब्रिटेन के लिए व्यापार ने अप्रैल में व्यापार को एक शपथ के साथ शुरू किया और यह परिभाषित किया कि यूके के धन और नौकरी के निर्माता क्या देखना चाहते हैं EU के साथ हमारे संबंध में परिवर्तन देखना चाहते हैं.,43.02391347164215,"ब्रिटेन के लिए बिजनेस अप्रैल में शुरू किया गया था, जिसमें व्यापार को एक साथ लाने और यह परिभाषित करने का वादा किया गया था कि ब्रिटेन के धन और रोजगार सृजनकर्ता यूरोपीय संघ के साथ हमारे संबंधों में क्या बदलाव देखना चाहते हैं।",49.24619708616076,"अप्रैल में ब्रिटेन के लिए व्यापार शुरू किया गया था जिसमें व्यापार को एकजुट करने तथा ब्रिटेन के धन और रोजगार निर्माताओं को हमारे EU के साथ अपने संबंधों में क्या परिवर्तन देखना चाहते हैं, इसका परिभाषण करने का वचन दिया गया था।",48.64214289293485,व्यापार को एक साथ लाने और यह परिभाषित करने की प्रतिज्ञा के साथ अप्रैल में ब्रिटेन के लिए व्यापार शुरू किया गया कि ब्रिटेन के धन और नौकरी निर्माता यूरोपीय संघ के साथ हमारे संबंधों में क्या बदलाव देखना चाहते हैं।,52.86643284394009,48.44467157366947,32,21-35
"However, the committee recommended the FAA allow pilots to order passengers to shut off devices during instrument landings in low visibility.","तथापि, समिति के सदस्यों ने यह संस्तुति की कि एफ.ए.ए. पायलट को इस बात की अनुमति दे कि कम दृश्यता में विमान उतारे जाने के समय वे यात्रियों को डिवाइस बंद करने का आदेश दें।","लेकिन, कमेटी ने FA की सिफ़ारिश की कि पायलटों को कम गति में उतरने के दौरान उपकरणों को बंद करने के लिए विमानों को बंद करें ।",21.7630532225728,"हालांकि, समिति ने एफएए को सिफारिश की कि कम दृश्यता में उपकरण लैंडिंग के दौरान यात्रियों को उपकरणों को बंद करने का आदेश देने के लिए पायलटों को अनुमति दें।",48.415364551073516,लेकिन समिति ने सिफारिश की कि एफएएए को कम दृश्यता में उपकरणों के उतरने के दौरान यात्रियों को उपकरणों को बंद करने का आदेश देने की अनुमति देनी चाहिए।,45.15214605025294,"हालाँकि, समिति ने सिफारिश की कि एफएए पायलटों को कम दृश्यता में उपकरण लैंडिंग के दौरान यात्रियों को उपकरण बंद करने का आदेश देने की अनुमति दे।",47.43840039236293,40.69224105406555,21,21-35
"He claims that the people's trust in Chief Minister Mamata Banarjee's leadership is increasing, and that this is the reason people are joining Trunamool.",उनका दावा है कि मुख्यमंत्री ममता बनर्जी के नेतृत्व में लोगों की आस्था बढ़ रही है जिसका नतीजा है कि लोग तृणमूल में शामिल होना चाहते हैं।,"उन्होंने दावा किया है कि मुख्य मंत्री Mariva के नेतृत्व में लोगों का भरोसा बढ़ रहा है, और यही कारण है कि लोग Telol से जुड़ रहे हैं।",49.196615804177725,उनका दावा है कि मुख्यमंत्री ममता बनर्जी के नेतृत्व में लोगों का विश्वास बढ़ रहा है और यही कारण है कि लोग तृणमूल में शामिल हो रहे हैं।,76.06951544108242,वे दावा करते हैं कि मुख्यमंत्री ममाता बनर्जी के नेतृत्व पर लोगों का विश्वास बढ़ रहा है और यही कारण है कि लोग ट्रुनामूल में शामिल हो रहे हैं।,59.93507591716876,उनका दावा है कि मुख्यमंत्री ममता बनर्जी के नेतृत्व में लोगों का भरोसा बढ़ रहा है और यही कारण है कि लोग ट्रूनमूल में शामिल हो रहे हैं।,72.67245781562345,64.46841624451308,24,21-35
"""For the vast majority of people who have health insurance that works, you can keep it,"" he said in a speech in Boston.","उन्होंने बोस्टन में एक भाषण में कहा कि ""बहुत सारे लोग जिनके पास स्वास्थ्य बीमा है, तथा वह उपयोगी है, वे उसे जारी रख सकते हैं।""","""कई लोगों के लिए जो स्वास्थ्य बीमा है कि काम करते हैं, आप इसे रख सकते हैं,"" उन्होंने बोस्टन में एक भाषण में कहा.",54.93086468281696,"बोस्टन में एक भाषण में उन्होंने कहा, ""अधिकांश लोगों के लिए जिनके पास स्वास्थ्य बीमा है जो काम करता है, आप इसे रख सकते हैं।",61.22522288073812,"बोस्टन में उन्होंने एक भाषण में कहा, ""अधिकांश लोगों के लिए जिनके स्वास्थ्य बीमा कारगर है, आप उसे बनाए रख सकते हैं।""",56.21239780706745,"उन्होंने बोस्टन में एक भाषण में कहा, ""अधिकांश लोगों के लिए जिनके पास स्वास्थ्य बीमा काम करता है, आप इसे रख सकते हैं।""",63.932769869047284,59.07531380991745,23,21-35
He said that there is a strategy to spread awareness about taxes among the students from 9th to 12 grade.,उन्होंने कहा कि 9-12 वर्ग के छात्र-छात्राओं को टैक्स को लेकर जागरूक करने की नीति है।,उन्होंने कहा कि 9वीं से 12 अंक तक विद्यार्थियों को कर देने के बारे में जानकारी फैलाने का एक तरीका है ।,27.579019379456078,उन्होंने कहा कि 9वीं से 12वीं तक के छात्रों के बीच करों के बारे में जागरूकता फैलाने की रणनीति है।,45.52178781606698,उन्होंने कहा कि 9वीं से 12वीं कक्षा तक विद्यार्थियों में करों के बारे में जागरूकता फैलाने के लिए एक रणनीति है।,34.75000831582795,उन्होंने कहा कि 9वीं से 12वीं कक्षा तक के विद्यार्थियों के बीच टैक्स के प्रति जागरुकता फैलाने की रणनीति है.,36.736773140331586,36.14689716292065,20,11-20
"In the team event gymnastic competition Ambala Team came first, the Rohtak team second and the Bhiwani team came in third place.","प्रतियोगिता की जिमनास्टिक स्पर्धा में अंबाला की टीम पहले, रोहतक की टीम दूसरे और भिवानी की टीम तीसरे स्थान पर रही।","टीम में प्रतियोगिता प्रतियोगिताएं पहली बार आई, रोफेक टीम दूसरी और तीसरे स्थान पर आयी.",35.68074025428552,"टीम इवेंट जिम्नास्टिक प्रतियोगिता में अंबाला टीम पहले, रोहतक टीम दूसरे और भिवानी टीम तीसरे स्थान पर रही।",75.39141179661104,"टीम प्रतियोगिता में अम्बाला टीम प्रथम स्थान पर, रोहतक टीम दूसरे स्थान पर और भिवानी टीम तीसरी स्थान पर रही।",60.25944890715209,"जिम्नास्टिक प्रतियोगिता के टीम इवेंट में अम्बाला की टीम प्रथम, रोहतक की टीम द्वितीय तथा भिवानी की टीम तृतीय स्थान पर रही।",61.23847625253202,58.14251930264517,22,21-35
People are joining them due to the fear of Trunamool's threats.,तृणमूल कांग्रेस के आतंक से डर कर लोग उसमें शामिल हो रहे हैं।,लोग उन्हें Telomol के खतरों के डर के कारण शामिल कर रहे हैं.,33.19510051019672,ट्रूनामूल की धमकी के डर से लोग उनके साथ जुड़ रहे हैं।,29.11890377660744,लोग ट्रुनामूल के खतरों से डरते हुए उनके साथ शामिल हो रहे हैं।,44.619379477424275,ट्रूनमूल की धमकियों से डरकर लोग उनके साथ जुड़ रहे हैं.,37.77967488443597,36.1782646621661,11,11-20
"Police officials and officers, doing their duty promptly, will inspect the records of all the other venues including hotels, guest houses, and PG accommodation.","शहर के होटलों, गेस्ट हाउस तथा पीजी सहित अन्य जगहों पर भी पुलिस कर्मी व कमांडो सतर्कता से ड्यूटी कर रिकॉर्ड जांच करेंगे।","पुलिस अधिकारी और अफसर, अपने कर्तव्य पूरा करते हुए, होटल, मेहमान घर, और PGATA के अन्य सभी होटलों के रिकॉर्डों का निरीक्षण करेंगे ।",28.028794276092082,"पुलिस अधिकारी और अधिकारी अपने कर्तव्यों को तुरंत पूरा करते हुए होटल, गेस्ट हाउस और पीजी आवास सहित अन्य सभी स्थानों के रिकॉर्ड की जांच करेंगे।",40.8601032685893,"पुलिस अधिकारी और अधिकारी, अपने कर्तव्यों को शीघ्र करते हुए, होटल, अतिथि गृह और पीजी आवास सहित अन्य सभी स्थानों के अभिलेखों की जांच करेंगे।",30.281605756865662,"पुलिस पदाधिकारी एवं पदाधिकारी तत्परता से अपनी ड्यूटी करते हुए होटल, गेस्ट हाउस एवं पीजी आवास सहित अन्य सभी स्थलों के अभिलेखों का निरीक्षण करेंगे।",37.254763504730384,34.106316701569355,24,21-35
"""Left to themselves, politicians would bankrupt the country and take us back to hunting and gathering,"" he wrote.","उन्होंने लिखा ""राजनेताओं पर छोड़ दिए जाने पर वे देश को दिवालिया करके हमें वापस शिकार और जमा वाले युग में पहुंचा देंगे।""","""अपने आप को छोड़, नेताओं देश खराब होगा और हमें शिकार करने और इकट्ठा करने के लिए वापस ले जाएगा,"" उन्होंने लिखा.",35.258889652021054,"उन्होंने लिखा, ""राजनीतिज्ञ अपने आप को छोड़ कर देश को बैंकार्ट कर देंगे और हमें शिकार और इकट्ठा करने के लिए वापस ले जाएंगे।",41.24408122389089,"उन्होंने लिखा था, '' राजनीतिज्ञ अपने आप को छोड़कर देश को दिवालिया कर देंगे और हमें शिकार और इकट्ठा करने के लिए वापस ले जाएंगे. ''",45.98330648477279,"उन्होंने लिखा, ""खुद पर छोड़ दिए जाने पर, राजनेता देश को दिवालिया बना देंगे और हमें शिकार और इकट्ठा करने के लिए वापस ले जाएंगे।""",60.475734682929655,45.740503010903595,18,11-20
"Sebelius, who is overseeing implementation of the Affordable Care Act, said the launch of the online marketplace has gone ""miserably"" since October.","सेबेलियस जो कि वहनीय देखभाल अधिनियम के क्रियान्वयन की जिम्मेदारी उठा रही हैं, ने कहा कि अक्टूबर से ऑनलाइन बाजार का लॉन्च ""दुर्भाग्यपूर्ण"" रहा है।","Sortius, जो Affrrrrrver Planer के कार्यान्वयन की निगरानी कर रहा है, अक्‍तूबर से ऑनलाइन बाजार के लांच ने कहा कि ""बहुत कम से कम"" चला गया है.",35.37919235782548,"सस्ती देखभाल अधिनियम के कार्यान्वयन की देखरेख करने वाले सेबेलियस ने कहा कि अक्टूबर के बाद से ऑनलाइन मार्केटप्लेस का शुभारंभ ""दुर्भाग्य से"" चला गया है।",52.8241905131444,"सवेलियस, जो कि सस्ती देखभाल अधिनियम के कार्यान्वयन पर निगरानी रखता है, ने कहा कि ऑनलाइन बाजार का शुभारंभ अक्तूबर से ""अच्छी तरह"" हो गया है।",48.34174593332182,"सेबेलियस, जो अफोर्डेबल केयर एक्ट के कार्यान्वयन की देखरेख कर रहे हैं, ने कहा कि अक्टूबर से ऑनलाइन मार्केटप्लेस का लॉन्च ""बुरी तरह"" हो गया है।",48.571796609778815,46.27923135351763,22,21-35
"Other than the Director of the PGI and fire department, Principal Director and DHS Sector 16 GMSH and Sector 32 GMCH staff of other dispensaries were also asked to be on high alert for emergencies.","पुलिस ने दमकल विभाग और पीजीआइ के डायरेक्टर, प्रिंसिपल डायरेक्टर व डीएचएस सहित सेक्टर-16 जीएमएसएच व सेक्टर-32 जीएमसीएच प्रबंधन के अलावा अन्य डिस्पेंसरियों के स्टाफ से आपातकालीन समय में हाई अलर्ट रखने को कहा गया।","PSGS और अग्नि विभाग के समर्थक के अलावा, PMS और DHS SS सेक 16 GMS और अन्य आपूर्तिियों के सेक्टर 32 sCHCHIC कर्मचारी भी कहा गया था कि वे उच्च निगरानी के लिए तैयार हो जाएँ.",19.59334677406997,"पीजीआई और अग्निशमन विभाग के निदेशक के अलावा, प्रधान निदेशक और डीएचएस सेक्टर 16 जीएमएसएच और सेक्टर 32 जीएमएसएच के अन्य डिस्पेंसरियों के कर्मचारियों को भी आपात स्थिति के लिए उच्च सतर्क रहने के लिए कहा गया था।",44.754619431691665,"पीजीआई और अग्नि विभाग के निदेशक, प्रधान निदेशक और डीएचएस सेक्टर 16 जीएनएसएच और सेक्टर 32 जीएनसीएच के अन्य डिस्पेंसियों के कर्मचारियों को भी आपातकाल के लिए उच्च चेतावनी पर रहना कहा गया।",40.45862052591903,"पीजीआई और अग्निशमन विभाग के निदेशक, प्रधान निदेशक और डीएचएस सेक्टर 16 जीएमएसएच और सेक्टर 32 जीएमसीएच के अलावा अन्य डिस्पेंसरियों के कर्मचारियों को भी आपात स्थिति के लिए हाई अलर्ट पर रहने के लिए कहा गया है।",50.89951967925562,38.92652660273407,35,21-35
